order_id,order_date,order_time,city,product,category,quantity,price,payment_method,sales_channel
1079.0,2024-05-04,19:06:00,Chennai,Laptop,Electronics,2.0,500.0,Card,Online
1080.0,2024-08-17,05:33:00,Pune,Mobile,Electronics,1.0,2400.0,UPI,Offline
1081.0,2023-08-24,03:19:00,Chennai,Watch,Accessories,2.0,5000.0,Card,Offline
1082.0,2023-04-21,12:52:00,Pune,T-Shirt,Fashion,2.0,2400.0,Cash,Online
1083.0,2024-10-15,16:28:00,Hyderabad,Tablet,Electronics,2.0,2400.0,Card,Offline
1084.0,2024-09-04,12:26:00,Unknown,Shoes,Fashion,1.0,5000.0,Unknown,Offline
ORD_30,2024-06-04,16:26:00,Pune,Mobile,Electronics,2.0,2400.0,Cash,Online
ORD_31,2024-09-02,01:32:00,Unknown,Watch,Accessories,1.0,20000.0,Card,Online
1087.0,2024-06-27,02:11:00,Chennai,T-Shirt,Fashion,2.0,50000.0,Card,Online
ORD_32,2023-11-23,19:13:00,Delhi,Headphones,Electronics,3.0,2000.0,UPI,Online
1089.0,2024-08-14,01:18:00,Mumbai,Bag,Accessories,3.0,2400.0,Cash,Offline
1090.0,2024-06-12,20:11:00,Pune,Watch,Accessories,2.0,2000.0,Cash,Online
ORD_33,2023-08-24,14:30:00,Pune,Unknown Product,Unknown,2.0,2400.0,Cash,Offline
1092.0,2024-10-12,18:17:00,Mumbai,T-Shirt,Fashion,2.0,2400.0,Card,Offline
ORD_34,2023-10-11,17:16:00,Mumbai,Mobile,Electronics,2.0,2400.0,UPI,Offline
1094.0,2024-04-09,03:33:00,Mumbai,Bag,Accessories,2.0,2400.0,Unknown,Offline
ORD_35,2023-12-06,10:29:00,Bangalore,Shoes,Fashion,2.0,24000.0,Card,Online
1096.0,2023-11-18,14:04:00,Unknown,Laptop,Electronics,2.0,24000.0,Card,Online
ORD_36,2024-07-17,02:05:00,Chennai,Unknown Product,Unknown,2.0,5000.0,Cash,Offline
1098.0,2023-11-09,14:11:00,Delhi,Mobile,Electronics,3.0,2400.0,Cash,Online
1099.0,2024-06-16,11:26:00,Delhi,T-Shirt,Fashion,1.0,2400.0,Card,Online
1100.0,2023-05-20,10:12:00,Bangalore,Laptop,Electronics,1.0,2400.0,Unknown,Offline
ORD_37,2024-01-25,15:08:00,Delhi,Jeans,Fashion,1.0,5000.0,Unknown,Online
ORD_38,2023-07-22,10:05:00,Delhi,Shoes,Fashion,3.0,1000.0,Cash,Online
ORD_39,2024-10-13,16:51:00,Delhi,Mobile,Electronics,2.0,2400.0,Unknown,Offline
ORD_40,2023-04-11,02:05:00,Pune,Headphones,Electronics,2.0,2000.0,Card,Offline
ORD_41,2024-03-20,05:38:00,Chennai,Watch,Accessories,2.0,5000.0,Unknown,Online
1106.0,2024-12-20,21:37:00,Delhi,T-Shirt,Fashion,2.0,2400.0,UPI,Offline
1107.0,2023-11-17,20:44:00,Delhi,Shoes,Fashion,2.0,2400.0,UPI,Offline
1108.0,2024-10-17,13:52:00,Mumbai,Unknown Product,Unknown,3.0,600.0,UPI,Offline
ORD_42,2024-11-09,01:25:00,Bangalore,Laptop,Electronics,3.0,2400.0,Unknown,Online
ORD_43,2024-05-14,15:48:00,Bangalore,Headphones,Electronics,3.0,2000.0,Card,Offline
1111.0,2024-08-22,18:13:00,Chennai,Tablet,Electronics,1.0,2400.0,Cash,Offline
ORD_44,2023-08-02,01:02:00,Chennai,Bag,Accessories,1.0,2400.0,Cash,Offline
1113.0,2023-06-18,08:02:00,Pune,Jeans,Fashion,1.0,5000.0,UPI,Offline
ORD_45,2023-09-13,10:34:00,Unknown,Mobile,Electronics,1.0,5000.0,Unknown,Online
ORD_46,2024-05-14,17:40:00,Delhi,Laptop,Electronics,2.0,2400.0,UPI,Offline
1116.0,2024-11-15,15:06:00,Pune,Mobile,Electronics,2.0,24000.0,Cash,Online
1117.0,2024-01-05,13:31:00,Delhi,Shoes,Fashion,3.0,5000.0,Cash,Online
1118.0,2023-07-06,07:31:00,Mumbai,Watch,Accessories,3.0,5000.0,Unknown,Offline
1119.0,2024-02-20,23:50:00,Unknown,T-Shirt,Fashion,2.0,2400.0,Unknown,Offline
1120.0,2023-09-16,21:44:00,Mumbai,Headphones,Electronics,1.0,2000.0,Cash,Offline
ORD_47,2024-06-16,18:10:00,Chennai,Jeans,Fashion,3.0,20000.0,Cash,Online
ORD_48,2023-09-19,13:59:00,Pune,Shoes,Fashion,2.0,5000.0,Unknown,Offline
ORD_49,2023-08-24,19:09:00,Unknown,Bag,Accessories,2.0,50000.0,Unknown,Online
1124.0,2023-07-07,12:46:00,Delhi,Watch,Accessories,1.0,5000.0,Unknown,Online
1125.0,2023-07-06,03:41:00,Hyderabad,Jeans,Fashion,2.0,5000.0,Cash,Offline
1126.0,2024-02-24,17:26:00,Unknown,Shoes,Fashion,2.0,5000.0,Cash,Offline
1127.0,2024-11-03,17:48:00,Chennai,Shoes,Fashion,3.0,600.0,Unknown,Online
1128.0,2023-06-15,03:20:00,Bangalore,Shoes,Fashion,3.0,1000.0,UPI,Online
1129.0,2023-12-30,04:47:00,Pune,Bag,Accessories,1.0,2400.0,Card,Online
ORD_50,2023-08-30,09:40:00,Delhi,Watch,Accessories,2.0,5000.0,UPI,Online
ORD_51,2024-01-04,07:32:00,Unknown,Shoes,Fashion,1.0,20000.0,UPI,Offline
ORD_52,2023-06-15,18:38:00,Unknown,Headphones,Electronics,1.0,2000.0,UPI,Online
1133.0,2023-12-05,13:41:00,Mumbai,T-Shirt,Fashion,2.0,1200.0,Cash,Offline
1134.0,2023-03-25,03:31:00,Unknown,Watch,Accessories,3.0,5000.0,Unknown,Online
1135.0,2023-01-12,19:07:00,Mumbai,Bag,Accessories,3.0,500.0,Card,Online
1136.0,2024-07-22,17:43:00,Delhi,Bag,Accessories,2.0,20000.0,Card,Online
ORD_53,2024-06-10,23:06:00,Bangalore,Watch,Accessories,1.0,5000.0,UPI,Offline
ORD_54,2023-02-21,14:21:00,Pune,Bag,Accessories,3.0,2400.0,UPI,Offline
ORD_55,2023-01-28,19:10:00,Mumbai,Bag,Accessories,3.0,1000.0,Card,Online
ORD_56,2023-01-21,03:52:00,Chennai,Tablet,Electronics,3.0,5000.0,Unknown,Offline
ORD_57,2023-08-06,03:06:00,Pune,Watch,Accessories,1.0,1000.0,Card,Online
ORD_58,2023-09-12,00:02:00,Delhi,Watch,Accessories,2.0,20000.0,Unknown,Online
1143.0,2023-05-10,00:48:00,Mumbai,Shoes,Fashion,1.0,50000.0,Cash,Offline
ORD_59,2023-12-20,06:16:00,Hyderabad,Shoes,Fashion,2.0,2400.0,Cash,Offline
1145.0,2024-03-13,10:57:00,Pune,Laptop,Electronics,3.0,2400.0,Card,Online
1146.0,2023-06-08,19:38:00,Bangalore,Mobile,Electronics,2.0,2000.0,Unknown,Offline
1147.0,2024-11-12,16:56:00,Delhi,Laptop,Electronics,2.0,60000.0,Card,Online
1148.0,2023-04-14,17:18:00,Pune,Bag,Accessories,2.0,2400.0,UPI,Online
1149.0,2023-04-28,14:15:00,Mumbai,Watch,Accessories,2.0,500.0,UPI,Offline
ORD_60,2024-04-27,14:39:00,Mumbai,Unknown Product,Unknown,3.0,2400.0,Card,Offline
ORD_61,2024-09-28,23:22:00,Mumbai,Watch,Accessories,1.0,2000.0,Card,Offline
ORD_62,2024-02-27,17:46:00,Unknown,Shoes,Fashion,1.0,500.0,Cash,Online
1153.0,2024-02-01,23:35:00,Bangalore,Watch,Accessories,1.0,5000.0,Unknown,Online
ORD_63,2024-06-20,15:03:00,Pune,Bag,Accessories,2.0,2400.0,Cash,Online
ORD_64,2023-01-03,01:14:00,Hyderabad,Shoes,Fashion,3.0,500.0,Cash,Offline
1156.0,2024-09-14,23:19:00,Bangalore,Jeans,Fashion,2.0,5000.0,Unknown,Offline
ORD_65,2024-09-21,20:41:00,Hyderabad,Shoes,Fashion,2.0,5000.0,Card,Offline
1158.0,2023-11-15,15:28:00,Bangalore,Mobile,Electronics,1.0,1200.0,Unknown,Offline
1159.0,2024-01-13,16:31:00,Bangalore,Watch,Accessories,2.0,5000.0,Cash,Online
ORD_66,2024-10-06,05:13:00,Hyderabad,Tablet,Electronics,2.0,2400.0,UPI,Online
ORD_67,2024-12-27,18:52:00,Bangalore,Shoes,Fashion,1.0,60000.0,Cash,Offline
1162.0,2023-12-09,12:28:00,Hyderabad,Watch,Accessories,2.0,5000.0,UPI,Offline
1163.0,2023-02-16,23:17:00,Mumbai,T-Shirt,Fashion,1.0,2400.0,UPI,Online
ORD_68,2024-05-09,00:22:00,Hyderabad,Jeans,Fashion,3.0,5000.0,Card,Online
1165.0,2024-12-24,14:47:00,Mumbai,Jeans,Fashion,2.0,5000.0,Unknown,Offline
1166.0,2024-03-28,19:45:00,Chennai,Laptop,Electronics,2.0,1000.0,UPI,Online
ORD_69,2024-05-08,22:46:00,Hyderabad,Shoes,Fashion,3.0,5000.0,UPI,Offline
1168.0,2023-03-18,23:34:00,Unknown,Headphones,Electronics,3.0,2000.0,Cash,Online
1169.0,2023-11-21,20:12:00,Unknown,Tablet,Electronics,2.0,2400.0,UPI,Offline
1170.0,2023-03-02,06:52:00,Pune,T-Shirt,Fashion,2.0,2000.0,Unknown,Online
1171.0,2023-12-03,11:25:00,Delhi,Mobile,Electronics,1.0,600.0,UPI,Offline
1172.0,2024-02-08,20:56:00,Unknown,Watch,Accessories,2.0,5000.0,Card,Offline
1173.0,2024-12-20,19:04:00,Hyderabad,Watch,Accessories,3.0,5000.0,Unknown,Online
1174.0,2024-09-13,06:16:00,Chennai,Watch,Accessories,2.0,5000.0,Cash,Offline
1175.0,2024-04-11,01:55:00,Chennai,Shoes,Fashion,2.0,5000.0,UPI,Offline
ORD_70,2023-12-01,05:48:00,Bangalore,Headphones,Electronics,2.0,60000.0,Cash,Offline
1177.0,2024-07-05,13:11:00,Delhi,Shoes,Fashion,2.0,50000.0,UPI,Offline
1178.0,2024-04-21,10:37:00,Mumbai,Laptop,Electronics,2.0,500.0,Card,Online
ORD_71,2023-02-28,02:59:00,Delhi,T-Shirt,Fashion,1.0,20000.0,Card,Online
ORD_72,2023-12-14,18:04:00,Hyderabad,T-Shirt,Fashion,1.0,1200.0,UPI,Online
ORD_73,2023-04-21,04:46:00,Mumbai,Watch,Accessories,1.0,5000.0,Cash,Offline
1182.0,2023-11-03,14:34:00,Bangalore,Bag,Accessories,1.0,2400.0,Unknown,Offline
1183.0,2023-09-10,07:48:00,Hyderabad,T-Shirt,Fashion,2.0,2400.0,Unknown,Offline
ORD_74,2023-03-14,19:10:00,Hyderabad,Mobile,Electronics,1.0,2400.0,Card,Online
1185.0,2024-08-12,12:53:00,Delhi,T-Shirt,Fashion,1.0,500.0,Unknown,Offline
1186.0,2023-06-05,04:37:00,Pune,Watch,Accessories,2.0,5000.0,UPI,Offline
1187.0,2024-07-28,18:59:00,Mumbai,Unknown Product,Unknown,2.0,2000.0,UPI,Online
1188.0,2023-08-03,16:03:00,Pune,Laptop,Electronics,1.0,2400.0,UPI,Online
ORD_75,2023-03-28,12:25:00,Unknown,Bag,Accessories,2.0,2000.0,Unknown,Offline
1190.0,2023-12-10,06:31:00,Hyderabad,Jeans,Fashion,3.0,5000.0,Card,Online
1191.0,2023-03-20,07:06:00,Chennai,Jeans,Fashion,2.0,20000.0,Unknown,Offline
1192.0,2023-03-01,17:19:00,Chennai,Laptop,Electronics,2.0,2400.0,UPI,Offline
ORD_76,2023-07-23,08:14:00,Mumbai,Tablet,Electronics,2.0,2400.0,Unknown,Offline
1194.0,2024-01-31,15:41:00,Pune,Shoes,Fashion,2.0,5000.0,Unknown,Online
1195.0,2024-12-04,03:18:00,Delhi,Unknown Product,Unknown,1.0,2400.0,Card,Online
1196.0,2023-02-22,21:29:00,Unknown,Bag,Accessories,1.0,50000.0,UPI,Offline
1197.0,2023-10-12,23:14:00,Mumbai,Unknown Product,Unknown,2.0,2400.0,Cash,Online
1198.0,2024-07-27,13:42:00,Delhi,Shoes,Fashion,2.0,5000.0,Cash,Offline
ORD_77,2024-11-14,21:20:00,Bangalore,Bag,Accessories,1.0,600.0,Unknown,Online
ORD_78,2024-10-28,05:08:00,Bangalore,Tablet,Electronics,3.0,2400.0,Unknown,Online
ORD_79,2024-07-10,10:01:00,Bangalore,Bag,Accessories,3.0,2400.0,Cash,Offline
1202.0,2024-09-03,23:01:00,Chennai,Shoes,Fashion,2.0,5000.0,Cash,Online
1203.0,2023-07-28,10:32:00,Delhi,Jeans,Fashion,1.0,5000.0,Cash,Offline
1204.0,2023-04-06,22:51:00,Delhi,Watch,Accessories,2.0,20000.0,Unknown,Offline
1205.0,2023-10-17,00:39:00,Bangalore,Mobile,Electronics,2.0,2400.0,Unknown,Offline
1206.0,2023-09-13,20:59:00,Bangalore,Tablet,Electronics,2.0,2400.0,Unknown,Online
1207.0,2024-03-12,00:56:00,Unknown,Bag,Accessories,1.0,1000.0,Unknown,Online
1208.0,2024-08-06,22:55:00,Mumbai,Watch,Accessories,3.0,5000.0,Cash,Online
1209.0,2023-06-07,07:45:00,Chennai,T-Shirt,Fashion,3.0,2400.0,Unknown,Online
1210.0,2023-08-28,11:50:00,Delhi,Shoes,Fashion,2.0,20000.0,Unknown,Online
ORD_80,2024-07-19,04:26:00,Hyderabad,Headphones,Electronics,2.0,2000.0,Card,Online
ORD_81,2024-11-21,13:43:00,Mumbai,Watch,Accessories,1.0,5000.0,Unknown,Offline
ORD_82,2023-08-24,17:22:00,Mumbai,T-Shirt,Fashion,1.0,2400.0,Cash,Offline
ORD_83,2023-07-25,13:01:00,Hyderabad,Tablet,Electronics,1.0,20000.0,Unknown,Online
1215.0,2024-01-21,18:25:00,Pune,Headphones,Electronics,2.0,2000.0,Card,Offline
1216.0,2024-11-21,01:22:00,Hyderabad,Tablet,Electronics,2.0,6000.0,Cash,Offline
1217.0,2023-01-11,06:44:00,Bangalore,Laptop,Electronics,2.0,2400.0,Cash,Offline
1218.0,2023-02-23,22:34:00,Hyderabad,Watch,Accessories,3.0,2000.0,UPI,Offline
1219.0,2023-03-14,03:35:00,Unknown,Laptop,Electronics,1.0,2400.0,Unknown,Online
1220.0,2024-11-03,22:19:00,Chennai,Shoes,Fashion,2.0,1200.0,UPI,Offline
1221.0,2024-05-23,17:46:00,Chennai,Bag,Accessories,2.0,2400.0,Unknown,Offline
1222.0,2024-10-03,22:09:00,Bangalore,Bag,Accessories,3.0,2400.0,Cash,Offline
1223.0,2023-06-05,11:14:00,Delhi,Bag,Accessories,2.0,500.0,UPI,Online
1224.0,2024-10-19,05:46:00,Hyderabad,T-Shirt,Fashion,2.0,60000.0,Card,Online
ORD_84,2023-09-27,00:18:00,Hyderabad,T-Shirt,Fashion,1.0,2400.0,Cash,Online
1226.0,2023-12-10,08:39:00,Bangalore,Laptop,Electronics,1.0,2400.0,UPI,Offline
ORD_85,2024-06-02,11:49:00,Pune,Watch,Accessories,2.0,1000.0,Cash,Offline
ORD_86,2024-12-06,12:55:00,Unknown,Unknown Product,Unknown,2.0,24000.0,Cash,Online
1229.0,2023-12-28,01:52:00,Hyderabad,Shoes,Fashion,2.0,600.0,UPI,Offline
1230.0,2023-07-05,18:42:00,Unknown,Jeans,Fashion,2.0,5000.0,Unknown,Online
1231.0,2024-12-19,07:32:00,Delhi,Laptop,Electronics,3.0,2400.0,Card,Offline
ORD_87,2024-05-17,06:23:00,Unknown,Laptop,Electronics,3.0,50000.0,Card,Online
1233.0,2023-10-21,21:53:00,Unknown,Laptop,Electronics,1.0,2400.0,UPI,Offline
ORD_88,2023-07-11,16:21:00,Hyderabad,Watch,Accessories,2.0,20000.0,Card,Offline
1235.0,2023-02-26,19:52:00,Chennai,Bag,Accessories,1.0,1000.0,Cash,Online
ORD_89,2024-01-06,01:19:00,Delhi,Shoes,Fashion,3.0,5000.0,Unknown,Online
1237.0,2024-04-25,15:01:00,Pune,Watch,Accessories,3.0,5000.0,Cash,Online
ORD_90,2024-01-03,15:27:00,Hyderabad,Laptop,Electronics,1.0,2000.0,Card,Online
ORD_91,2024-11-01,03:02:00,Unknown,Watch,Accessories,2.0,5000.0,Card,Online
1240.0,2024-12-10,03:57:00,Pune,Bag,Accessories,3.0,2400.0,UPI,Online
1241.0,2024-09-05,17:29:00,Delhi,Watch,Accessories,1.0,5000.0,Unknown,Offline
1242.0,2023-05-13,06:49:00,Delhi,Bag,Accessories,1.0,500.0,UPI,Offline
ORD_92,2024-01-05,01:00:00,Pune,Tablet,Electronics,3.0,500.0,Unknown,Offline
1244.0,2024-09-06,05:47:00,Pune,Watch,Accessories,2.0,5000.0,Card,Offline
1245.0,2023-12-15,08:43:00,Bangalore,Laptop,Electronics,1.0,60000.0,UPI,Online
ORD_93,2023-04-10,16:38:00,Chennai,Unknown Product,Unknown,2.0,20000.0,Cash,Offline
1247.0,2024-03-16,22:47:00,Pune,Headphones,Electronics,3.0,2000.0,Card,Offline
ORD_94,2024-02-26,12:59:00,Bangalore,Bag,Accessories,2.0,2400.0,Card,Online
1249.0,2023-09-03,06:20:00,Bangalore,Shoes,Fashion,2.0,5000.0,Card,Offline
ORD_95,2024-03-21,10:02:00,Unknown,Shoes,Fashion,1.0,5000.0,Cash,Online
1251.0,2023-01-30,03:34:00,Mumbai,Tablet,Electronics,2.0,2400.0,UPI,Offline
ORD_96,2024-10-08,07:35:00,Mumbai,Headphones,Electronics,2.0,2000.0,UPI,Online
1253.0,2024-04-30,16:26:00,Hyderabad,Laptop,Electronics,3.0,2400.0,Card,Online
ORD_97,2023-06-25,06:33:00,Delhi,Jeans,Fashion,2.0,5000.0,Unknown,Offline
1255.0,2023-08-06,14:56:00,Chennai,Bag,Accessories,3.0,2000.0,Unknown,Online
1256.0,2024-10-25,17:58:00,Pune,Watch,Accessories,3.0,600.0,Card,Online
ORD_98,2023-01-15,07:16:00,Unknown,Tablet,Electronics,2.0,2400.0,UPI,Offline
ORD_99,2024-09-19,03:37:00,Chennai,Shoes,Fashion,2.0,50000.0,UPI,Offline
1259.0,2024-02-19,09:33:00,Delhi,Jeans,Fashion,2.0,5000.0,Unknown,Offline
1260.0,2024-06-29,22:12:00,Hyderabad,Mobile,Electronics,1.0,1000.0,Cash,Online
ORD_100,2024-05-25,15:02:00,Hyderabad,Headphones,Electronics,1.0,50000.0,Cash,Offline
ORD_101,2023-01-29,05:29:00,Hyderabad,Watch,Accessories,2.0,50000.0,UPI,Online
1263.0,2023-09-07,06:59:00,Bangalore,Laptop,Electronics,1.0,2400.0,Card,Online
1264.0,2023-04-11,06:01:00,Unknown,Watch,Accessories,1.0,5000.0,Unknown,Online
1265.0,2023-04-02,17:59:00,Unknown,Laptop,Electronics,3.0,2400.0,Unknown,Online
ORD_102,2023-10-21,15:50:00,Hyderabad,Bag,Accessories,2.0,2400.0,Card,Online
1267.0,2023-04-13,03:07:00,Chennai,Unknown Product,Unknown,2.0,2400.0,UPI,Online
ORD_103,2024-01-19,11:39:00,Mumbai,Unknown Product,Unknown,2.0,2400.0,Card,Offline
1269.0,2023-01-10,11:47:00,Chennai,Jeans,Fashion,1.0,2000.0,Unknown,Offline
ORD_104,2024-07-06,08:26:00,Pune,Bag,Accessories,2.0,2400.0,Card,Offline
1271.0,2024-04-17,05:12:00,Unknown,T-Shirt,Fashion,2.0,2000.0,Card,Online
1272.0,2023-06-05,21:28:00,Mumbai,Bag,Accessories,2.0,500.0,UPI,Online
1273.0,2023-07-08,15:53:00,Delhi,Unknown Product,Unknown,2.0,500.0,Cash,Online
1274.0,2024-11-29,02:57:00,Delhi,Headphones,Electronics,2.0,2000.0,Cash,Offline
1275.0,2024-05-24,13:28:00,Delhi,Jeans,Fashion,1.0,5000.0,Unknown,Offline
1276.0,2024-04-10,10:24:00,Mumbai,Unknown Product,Unknown,3.0,5000.0,Card,Online
